competencia;municipio;secao;admissoes;desligamentos;saldomovimentacao
202210;353282;H;3;4;-1
202210;353282;I;1;0;1
202210;353282;M;3;2;1
202210;353282;N;0;2;-2
202210;353284;A;0;1;-1
202210;353284;G;0;1;-1
202210;353286;A;1;1;0
202210;353286;G;3;3;0
202210;353286;O;5;0;5
202210;353290;A;12;4;8
202210;353290;C;13;23;-10
202210;353290;F;2;9;-7
202210;353290;G;4;6;-2
202210;353290;H;1;1;0
202210;353290;I;1;1;0
202210;353290;P;0;1;-1
202210;353290;Q;2;2;0
202210;353300;A;3;19;-16
202210;353300;C;12;3;9
202210;353300;F;7;3;4
202210;353300;G;36;31;5
202210;353300;H;21;14;7
202210;353300;I;1;3;-2
202210;353300;J;8;3;5
202210;353300;M;37;1;36
202210;353300;N;3;1;2
202210;353300;O;0;2;-2
202210;353300;P;2;0;2
202210;353300;R;1;0;1
202210;353300;S;1;0;1
202210;353310;A;1;0;1
202210;353310;G;2;0;2
202210;353310;H;0;3;-3
202210;353310;P;2;0;2
202210;353320;A;3;13;-10
202210;353320;C;14;19;-5
202210;353320;F;1;0;1
202210;353320;G;2;4;-2
202210;353320;N;3;4;-1
202210;353320;Q;1;0;1
202210;353325;A;59;8;51
202210;353325;E;1;0;1
202210;353325;F;0;1;-1
202210;353325;G;3;0;3
202210;353325;H;2;0;2
202210;353325;N;2;6;-4
202210;353325;O;1;0;1
202210;353330;F;1;1;0
202210;353330;H;1;0;1
202210;353330;J;4;0;4
202210;353330;K;1;0;1
202210;353330;M;2;2;0
202210;353330;S;1;1;0
202210;353340;A;0;3;-3
202210;353340;B;2;6;-4
202210;353340;C;373;397;-24
202210;353340;E;14;6;8
202210;353340;F;84;42;42
202210;353340;G;143;140;3
202210;353340;H;22;25;-3
202210;353340;I;21;21;0
202210;353340;J;8;14;-6
202210;353340;K;17;4;13
202210;353340;L;22;8;14
202210;353340;M;8;7;1
202210;353340;N;408;284;124
202210;353340;O;12;12;0
202210;353340;P;10;10;0
202210;353340;Q;5;15;-10
202210;353340;R;9;6;3
202210;353340;S;22;10;12
202210;353350;A;46;53;-7
202210;353350;C;32;38;-6
202210;353350;D;2;4;-2
202210;353350;F;5;1;4
202210;353350;G;84;86;-2
202210;353350;H;11;18;-7
202210;353350;I;13;15;-2
202210;353350;J;1;0;1
202210;353350;K;2;1;1
202210;353350;L;1;1;0
202210;353350;M;5;1;4
202210;353350;N;11;8;3
202210;353350;O;1;5;-4
202210;353350;P;1;1;0
202210;353350;Q;7;8;-1
202210;353350;R;3;0;3
202210;353350;S;8;3;5
202210;353360;A;15;13;2
202210;353360;C;104;88;16
202210;353360;F;2;0;2
202210;353360;G;7;4;3
202210;353360;H;10;7;3
202210;353360;I;1;0;1
202210;353360;K;0;2;-2
202210;353360;M;1;1;0
202210;353360;N;2;3;-1
202210;353360;O;7;3;4
202210;353360;Q;1;0;1
202210;353370;A;22;34;-12
202210;353370;C;3;0;3
202210;353370;E;1;1;0
202210;353370;F;0;1;-1
202210;353370;G;2;3;-1
202210;353370;I;2;4;-2
202210;353370;O;4;0;4
202210;353380;A;6;3;3
202210;353380;G;1;0;1
202210;353380;H;1;0;1
202210;353380;O;1;0;1
202210;353390;A;22;29;-7
202210;353390;C;106;91;15
202210;353390;D;1;0;1
202210;353390;F;45;31;14
202210;353390;G;172;179;-7
202210;353390;H;6;17;-11
202210;353390;I;130;112;18
202210;353390;J;2;7;-5
202210;353390;K;1;2;-1
202210;353390;L;28;25;3
202210;353390;M;32;27;5
202210;353390;N;107;97;10
202210;353390;P;6;14;-8
202210;353390;Q;16;13;3
202210;353390;R;17;23;-6
202210;353390;S;19;9;10
202210;353400;A;10;10;0
202210;353400;C;29;23;6
202210;353400;E;0;1;-1
202210;353400;G;1;11;-10
202210;353400;H;2;0;2
202210;353400;I;2;2;0
202210;353400;S;0;2;-2
202210;353410;A;1;2;-1
202210;353410;C;17;12;5
202210;353410;F;6;17;-11
202210;353410;G;0;5;-5
202210;353410;H;0;1;-1
202210;353410;S;0;1;-1
202210;353420;A;23;34;-11
202210;353420;C;32;19;13
202210;353420;F;5;0;5
202210;353420;G;5;3;2
202210;353420;H;3;15;-12
202210;353420;I;0;6;-6
202210;353420;J;1;0;1
202210;353420;K;0;1;-1
202210;353420;N;2;2;0
202210;353430;A;117;19;98
202210;353430;C;157;57;100
202210;353430;F;97;62;35
202210;353430;G;92;80;12
202210;353430;H;36;56;-20
202210;353430;I;19;12;7
202210;353430;J;0;3;-3
202210;353430;K;2;7;-5
202210;353430;L;0;1;-1
202210;353430;M;3;6;-3
202210;353430;N;9;14;-5
202210;353430;O;2;3;-1
202210;353430;P;5;3;2
202210;353430;Q;10;14;-4
202210;353430;R;0;1;-1
202210;353430;S;3;1;2
202210;353440;A;1;1;0
202210;353440;C;532;366;166
202210;353440;E;15;23;-8
202210;353440;F;509;558;-49
202210;353440;G;1867;1727;140
202210;353440;H;576;477;99
202210;353440;I;492;408;84
202210;353440;J;274;196;78
202210;353440;K;49;56;-7
202210;353440;L;22;18;4
202210;353440;M;552;497;55
202210;353440;N;2917;1850;1067
202210;353440;O;37;6;31
202210;353440;P;158;137;21
202210;353440;Q;385;309;76
202210;353440;R;53;20;33
202210;353440;S;77;88;-11
202210;353450;A;2;5;-3
202210;353450;C;6;3;3
202210;353450;G;1;1;0
202210;353460;A;8;15;-7
202210;353460;C;43;57;-14
202210;353460;D;2;0;2
202210;353460;F;8;22;-14
202210;353460;G;94;87;7
202210;353460;H;26;33;-7
202210;353460;I;8;3;5
202210;353460;J;5;8;-3
202210;353460;K;0;3;-3
202210;353460;L;1;1;0
202210;353460;M;3;4;-1
202210;353460;N;3;1;2
202210;353460;P;2;2;0
202210;353460;Q;8;41;-33
202210;353460;R;2;0;2
202210;353460;S;13;27;-14
202210;353470;A;64;21;43
202210;353470;C;151;202;-51
202210;353470;E;1;0;1
202210;353470;F;86;79;7
202210;353470;G;338;297;41
202210;353470;H;56;71;-15
202210;353470;I;51;59;-8
202210;353470;J;30;37;-7
202210;353470;K;6;9;-3
202210;353470;L;10;7;3
202210;353470;M;9;18;-9
202210;353470;N;99;89;10
202210;353470;O;0;2;-2
202210;353470;P;24;21;3
202210;353470;Q;84;67;17
202210;353470;R;11;10;1
202210;353470;S;8;15;-7
202210;353475;A;3;5;-2
202210;353475;C;13;11;2
202210;353475;F;58;29;29
202210;353475;G;23;10;13
202210;353475;H;1;3;-2
202210;353475;I;2;4;-2
202210;353475;M;1;0;1
202210;353475;N;0;3;-3
202210;353475;O;2;0;2
202210;353475;S;0;2;-2
202210;353480;A;4;3;1
202210;353480;C;4;3;1
202210;353480;F;1;0;1
202210;353480;G;13;8;5
202210;353480;H;23;4;19
202210;353480;I;0;1;-1
202210;353490;A;12;4;8
202210;353490;C;1;1;0
202210;353490;G;12;9;3
202210;353490;H;2;1;1
202210;353490;M;2;0;2
202210;353490;R;1;0;1
202210;353490;S;1;0;1
202210;353500;A;15;34;-19
202210;353500;C;17;15;2
202210;353500;F;22;15;7
202210;353500;G;9;3;6
202210;353500;I;3;1;2
202210;353500;J;1;0;1
202210;353500;M;0;1;-1
202210;353500;O;21;1;20
202210;353500;Q;1;1;0
202210;353500;S;0;1;-1
202210;353510;A;2;5;-3
202210;353510;C;0;1;-1
202210;353510;F;0;4;-4
202210;353510;G;10;7;3
202210;353510;H;1;1;0
202210;353510;I;2;2;0
202210;353520;A;5;7;-2
202210;353520;C;13;6;7
202210;353520;F;7;4;3
202210;353520;G;12;16;-4
202210;353520;H;1;0;1
202210;353520;I;2;2;0
202210;353520;J;0;1;-1
202210;353520;K;0;1;-1
202210;353520;M;1;0;1
202210;353520;N;1;0;1
202210;353520;P;1;0;1
202210;353520;Q;2;0;2
202210;353520;S;1;0;1
202210;353530;A;17;14;3
202210;353530;C;16;18;-2
202210;353530;F;0;1;-1
202210;353530;G;34;44;-10
202210;353530;H;5;7;-2
202210;353530;I;9;7;2
202210;353530;J;0;1;-1
202210;353530;K;1;1;0
202210;353530;M;2;2;0
202210;353530;N;5;1;4
202210;353530;O;3;1;2
202210;353530;P;1;1;0
202210;353530;Q;4;2;2
202210;353530;R;0;1;-1
202210;353530;S;1;1;0
202210;353540;A;6;5;1
202210;353540;B;3;0;3
202210;353540;C;31;83;-52
202210;353540;F;4;5;-1
202210;353540;G;23;25;-2
202210;353540;H;5;5;0
202210;353540;I;2;2;0
202210;353540;K;0;2;-2
202210;353540;M;1;1;0
202210;353540;N;7;1;6
202210;353540;O;5;3;2
202210;353540;P;3;1;2
202210;353540;Q;0;35;-35
202210;353540;S;2;0;2
202210;353550;A;39;18;21
202210;353550;B;0;2;-2
202210;353550;C;35;36;-1
202210;353550;F;0;5;-5
202210;353550;G;56;45;11
202210;353550;H;8;30;-22
202210;353550;I;12;8;4
202210;353550;J;1;3;-2
202210;353550;L;1;0;1
202210;353550;M;1;2;-1
202210;353550;N;32;30;2
202210;353550;O;5;1;4
202210;353550;P;2;2;0
202210;353550;Q;3;6;-3
202210;353550;R;2;2;0
202210;353550;S;23;7;16
202210;353560;A;12;10;2
202210;353560;C;11;10;1
202210;353560;D;3;0;3
202210;353560;F;4;0;4
202210;353560;G;16;11;5
202210;353560;H;4;2;2
202210;353560;I;11;11;0
202210;353560;K;1;0;1
202210;353560;M;1;1;0
202210;353560;N;0;4;-4
202210;353560;Q;0;1;-1
202210;353570;A;4;4;0
202210;353570;C;22;6;16
202210;353570;F;6;0;6
202210;353570;G;0;3;-3
202210;353570;H;2;2;0
202210;353570;K;0;1;-1
202210;353570;N;0;1;-1
202210;353570;P;1;0;1
202210;353580;A;161;99;62
202210;353580;C;16;14;2
202210;353580;F;3;0;3
202210;353580;G;66;51;15
202210;353580;H;2;5;-3
202210;353580;I;11;6;5
202210;353580;L;5;2;3
202210;353580;M;11;10;1
202210;353580;N;4;1;3
202210;353580;O;3;2;1
202210;353580;P;2;1;1
202210;353580;Q;1;2;-1
202210;353580;S;2;2;0
202210;353590;A;1;16;-15
202210;353590;G;0;3;-3
202210;353600;A;11;11;0
202210;353600;C;20;27;-7
202210;353600;E;1;1;0
202210;353600;F;1;6;-5
202210;353600;G;13;14;-1
202210;353600;H;4;8;-4
202210;353600;I;4;4;0
202210;353600;J;0;1;-1
202210;353600;M;1;0;1
202210;353600;N;2;6;-4
202210;353610;A;22;16;6
202210;353610;C;9;5;4
202210;353610;F;5;1;4
202210;353610;G;19;15;4
202210;353610;H;1;1;0
202210;353610;I;39;37;2
202210;353610;O;4;0;4
202210;353610;Q;2;0;2
202210;353610;S;0;1;-1
202210;353620;A;18;38;-20
202210;353620;C;2;3;-1
202210;353620;F;15;4;11
202210;353620;G;22;32;-10
202210;353620;I;20;7;13
202210;353620;K;1;1;0
202210;353620;M;1;0;1
202210;353620;N;14;11;3
202210;353620;O;4;2;2
202210;353620;P;3;0;3
202210;353620;Q;35;18;17
202210;353620;S;0;2;-2
202210;353625;A;2;3;-1
202210;353625;C;3;2;1
202210;353625;F;1;1;0
202210;353625;G;1;0;1
202210;353625;N;0;1;-1
202210;353630;A;28;35;-7
202210;353630;C;86;73;13
202210;353630;F;6;2;4
202210;353630;G;13;7;6
202210;353630;H;2;0;2
202210;353630;I;5;4;1
202210;353630;N;9;13;-4
202210;353630;P;7;4;3
202210;353630;Q;2;4;-2
202210;353630;S;1;0;1
202210;353640;A;0;1;-1
202210;353640;B;0;1;-1
202210;353640;C;13;11;2
202210;353640;F;0;19;-19
202210;353640;G;8;10;-2
202210;353640;H;1;0;1
202210;353640;I;3;4;-1
202210;353640;N;1;11;-10
202210;353640;P;0;1;-1
202210;353650;A;3;5;-2
202210;353650;B;0;1;-1
202210;353650;C;413;271;142
202210;353650;D;0;106;-106
202210;353650;E;19;51;-32
202210;353650;F;559;470;89
202210;353650;G;368;314;54
202210;353650;H;297;252;45
202210;353650;I;89;91;-2
202210;353650;J;3;5;-2
202210;353650;K;0;3;-3
202210;353650;L;12;11;1
202210;353650;M;60;42;18
202210;353650;N;350;258;92
202210;353650;O;0;1;-1
202210;353650;P;63;37;26
202210;353650;Q;69;110;-41
202210;353650;R;8;9;-1
202210;353650;S;15;7;8
202210;353657;A;14;23;-9
202210;353657;C;0;5;-5
202210;353657;G;1;1;0
202210;353657;O;1;2;-1
202210;353660;A;13;7;6
202210;353660;C;1;1;0
202210;353660;F;5;16;-11
202210;353660;G;5;5;0
202210;353660;H;3;3;0
202210;353660;I;0;1;-1
202210;353660;K;1;0;1
202210;353660;Q;0;1;-1
202210;353670;A;44;47;-3
202210;353670;C;130;123;7
202210;353670;D;0;1;-1
202210;353670;F;16;14;2
202210;353670;G;129;96;33
202210;353670;H;14;17;-3
202210;353670;I;24;19;5
202210;353670;J;1;2;-1
202210;353670;K;3;1;2
202210;353670;L;3;0;3
202210;353670;M;6;2;4
202210;353670;N;31;43;-12
202210;353670;P;17;3;14
202210;353670;Q;11;9;2
202210;353670;R;0;2;-2
202210;353670;S;21;17;4
202210;353680;A;4;7;-3
202210;353680;C;0;3;-3
202210;353680;F;1;1;0
202210;353680;G;12;14;-2
202210;353680;H;2;0;2
202210;353680;N;6;1;5
202210;353680;O;10;10;0
202210;353690;A;2;1;1
202210;353690;C;0;21;-21
202210;353690;G;1;0;1
202210;353690;O;0;2;-2
202210;353700;A;36;32;4
202210;353700;C;53;13;40
202210;353700;F;6;7;-1
202210;353700;G;25;16;9
202210;353700;H;0;1;-1
202210;353700;I;7;4;3
202210;353700;J;2;0;2
202210;353700;M;1;2;-1
202210;353700;N;6;1;5
202210;353700;O;1;5;-4
202210;353700;Q;2;2;0
202210;353700;R;1;0;1
202210;353700;S;2;1;1
202210;353710;A;14;20;-6
202210;353710;B;2;1;1
202210;353710;C;343;323;20
202210;353710;E;3;0;3
202210;353710;F;52;29;23
202210;353710;G;116;129;-13
202210;353710;H;29;39;-10
202210;353710;I;15;21;-6
202210;353710;J;2;3;-1
202210;353710;K;0;2;-2
202210;353710;L;4;2;2
202210;353710;M;5;10;-5
202210;353710;N;13;11;2
202210;353710;P;2;2;0
202210;353710;Q;8;3;5
202210;353710;S;3;3;0
202210;353715;A;1;0;1
202210;353715;C;8;0;8
202210;353715;F;1;4;-3
202210;353715;G;1;12;-11
202210;353715;I;0;1;-1
202210;353720;A;1;1;0
202210;353720;B;1;0;1
202210;353720;G;7;6;1
202210;353720;N;1;0;1
202210;353720;O;4;6;-2
202210;353720;S;1;0;1
202210;353730;A;19;54;-35
202210;353730;C;87;89;-2
202210;353730;F;19;42;-23
202210;353730;G;202;162;40
202210;353730;H;19;24;-5
202210;353730;I;22;30;-8
202210;353730;J;3;6;-3
202210;353730;K;2;2;0
202210;353730;L;1;0;1
202210;353730;M;12;13;-1
202210;353730;N;48;32;16
202210;353730;O;1;2;-1
202210;353730;P;11;12;-1
202210;353730;Q;15;32;-17
202210;353730;R;1;2;-1
202210;353730;S;4;9;-5
202210;353740;A;15;15;0
202210;353740;C;11;20;-9
202210;353740;F;1;7;-6
202210;353740;G;26;30;-4
202210;353740;H;2;5;-3
202210;353740;I;4;2;2
202210;353740;K;0;1;-1
202210;353740;M;2;0;2
202210;353740;N;2;10;-8
202210;353740;P;0;1;-1
202210;353740;Q;7;2;5
202210;353740;S;3;4;-1
202210;353750;A;22;10;12
202210;353750;C;71;63;8
202210;353750;F;14;4;10
202210;353750;G;8;3;5
202210;353750;H;4;1;3
202210;353750;M;3;1;2
202210;353750;N;4;8;-4
202210;353750;O;0;1;-1
202210;353750;S;1;0;1
202210;353760;A;1;0;1
202210;353760;C;3;1;2
202210;353760;F;59;32;27
202210;353760;G;163;157;6
202210;353760;H;14;9;5
202210;353760;I;37;35;2
202210;353760;J;5;3;2
202210;353760;K;3;1;2
202210;353760;L;1;0;1
202210;353760;M;10;6;4
202210;353760;N;19;75;-56
202210;353760;P;9;8;1
202210;353760;Q;13;15;-2
202210;353760;R;3;4;-1
202210;353760;S;10;6;4
202210;353770;A;2;2;0
202210;353770;C;3;18;-15
202210;353770;G;3;4;-1
202210;353770;I;0;1;-1
202210;353770;M;1;0;1
202210;353770;Q;3;3;0
202210;353780;A;49;47;2
202210;353780;C;41;29;12
202210;353780;F;3;2;1
202210;353780;G;102;92;10
202210;353780;H;3;6;-3
202210;353780;I;17;20;-3
202210;353780;J;1;11;-10
202210;353780;K;1;2;-1
202210;353780;M;12;20;-8
202210;353780;N;2;5;-3
202210;353780;O;3;4;-1
202210;353780;P;5;0;5
202210;353780;Q;5;4;1
202210;353780;R;1;1;0
202210;353780;S;6;4;2
202210;353790;A;36;43;-7
202210;353790;C;8;20;-12
202210;353790;F;3;9;-6
202210;353790;G;132;98;34
202210;353790;H;10;25;-15
202210;353790;I;9;6;3
202210;353790;J;4;1;3
202210;353790;K;0;1;-1
202210;353790;L;0;1;-1
202210;353790;M;3;1;2
202210;353790;N;10;7;3
202210;353790;O;7;9;-2
202210;353790;Q;10;5;5
202210;353790;R;1;0;1
202210;353790;S;2;3;-1
202210;353800;A;19;22;-3
202210;353800;B;3;1;2
202210;353800;C;393;270;123
202210;353800;E;3;4;-1
202210;353800;F;91;90;1
202210;353800;G;256;247;9
202210;353800;H;60;38;22
202210;353800;I;78;50;28
202210;353800;J;19;18;1
202210;353800;K;12;4;8
202210;353800;L;3;2;1
202210;353800;M;43;37;6
202210;353800;N;149;82;67
202210;353800;O;0;8;-8
202210;353800;P;30;31;-1
202210;353800;Q;47;41;6
202210;353800;R;19;5;14
202210;353800;S;18;20;-2
202210;353810;A;2;5;-3
202210;353810;C;15;20;-5
202210;353810;F;3;6;-3
202210;353810;G;48;18;30
202210;353810;H;3;0;3
202210;353810;I;1;3;-2
202210;353810;K;0;1;-1
202210;353810;M;0;1;-1
202210;353810;N;0;1;-1
202210;353810;O;0;3;-3
202210;353810;Q;0;1;-1
202210;353820;A;2;4;-2
202210;353820;C;26;36;-10
202210;353820;F;6;2;4
202210;353820;G;23;29;-6
202210;353820;H;2;1;1
202210;353820;I;2;6;-4
202210;353820;M;3;1;2
202210;353820;N;4;3;1
202210;353820;O;11;5;6
202210;353820;Q;4;2;2
202210;353820;S;2;2;0
202210;353830;A;5;6;-1
202210;353830;G;5;4;1
202210;353830;H;1;0;1
202210;353830;O;1;1;0
202210;353850;A;2;3;-1
202210;353850;C;20;7;13
202210;353850;E;0;1;-1
202210;353850;F;2;1;1
202210;353850;G;7;7;0
202210;353850;I;1;0;1
202210;353850;O;2;0;2
202210;353850;R;1;0;1
202210;353860;A;9;4;5
202210;353860;C;44;38;6
202210;353860;F;1;6;-5
202210;353860;G;38;51;-13
202210;353860;H;0;1;-1
202210;353860;I;5;5;0
202210;353860;K;2;1;1
202210;353860;M;12;5;7
202210;353860;N;26;24;2
202210;353860;P;2;1;1
202210;353860;Q;6;7;-1
202210;353860;R;1;0;1
202210;353860;S;4;1;3
202210;353870;A;170;160;10
202210;353870;B;1;0;1
202210;353870;C;1120;1082;38
202210;353870;D;1;2;-1
202210;353870;E;37;17;20
202210;353870;F;306;301;5
202210;353870;G;1362;1326;36
202210;353870;H;259;219;40
202210;353870;I;341;315;26
202210;353870;J;31;29;2
202210;353870;K;121;53;68
202210;353870;L;28;25;3
202210;353870;M;165;138;27
202210;353870;N;529;429;100
202210;353870;O;1;21;-20
202210;353870;P;138;84;54
202210;353870;Q;213;184;29
202210;353870;R;37;37;0
202210;353870;S;75;74;1
202210;353880;A;9;26;-17
202210;353880;C;33;32;1
202210;353880;D;0;3;-3
202210;353880;F;8;12;-4
202210;353880;G;65;71;-6
202210;353880;H;7;2;5
202210;353880;I;12;6;6
202210;353880;J;1;2;-1
202210;353880;K;0;3;-3
202210;353880;L;1;0;1
202210;353880;M;3;4;-1
202210;353880;N;7;2;5
202210;353880;O;9;9;0
202210;353880;P;5;3;2
202210;353880;Q;6;8;-2
202210;353880;R;1;1;0
202210;353880;S;4;8;-4
202210;353890;A;60;60;0
202210;353890;C;22;16;6
202210;353890;F;13;10;3
202210;353890;G;21;16;5
202210;353890;H;1;1;0
202210;353890;I;2;5;-3
202210;353890;J;1;3;-2
202210;353890;M;3;1;2
202210;353890;N;0;5;-5
202210;353890;P;0;1;-1
202210;353890;Q;5;10;-5
202210;353900;A;4;5;-1
202210;353900;C;26;15;11
202210;353900;G;11;21;-10
202210;353900;H;1;3;-2
202210;353900;I;0;1;-1
202210;353900;K;4;1;3
202210;353900;N;1;3;-2
202210;353900;O;0;1;-1
202210;353900;P;1;0;1
202210;353900;Q;7;3;4
202210;353910;C;22;23;-1
202210;353910;F;14;5;9
202210;353910;G;9;8;1
202210;353910;H;1;0;1
202210;353910;K;1;0;1
202210;353910;N;11;12;-1
202210;353910;O;18;15;3
202210;353910;P;1;0;1
202210;353910;Q;2;0;2
202210;353920;A;12;8;4
202210;353920;C;55;50;5
202210;353920;F;11;10;1
202210;353920;G;34;34;0
202210;353920;H;2;3;-1
202210;353920;I;19;20;-1
202210;353920;J;2;3;-1
202210;353920;L;1;0;1
202210;353920;M;3;5;-2
202210;353920;N;30;21;9
202210;353920;Q;2;3;-1
202210;353920;S;17;11;6
202210;353930;A;234;98;136
202210;353930;B;1;0;1
202210;353930;C;140;119;21
202210;353930;D;1;2;-1
202210;353930;E;10;1;9
202210;353930;F;40;34;6
202210;353930;G;208;173;35
202210;353930;H;37;33;4
202210;353930;I;48;41;7
202210;353930;J;8;3;5
202210;353930;K;5;5;0
202210;353930;L;2;1;1
202210;353930;M;2;6;-4
202210;353930;N;95;131;-36
202210;353930;O;3;5;-2
202210;353930;P;20;11;9
202210;353930;Q;34;38;-4
202210;353930;R;6;3;3
202210;353930;S;12;13;-1
202210;353940;A;6;30;-24
202210;353940;C;14;11;3
202210;353940;E;1;2;-1
202210;353940;F;8;2;6
202210;353940;G;28;19;9
202210;353940;H;6;0;6
202210;353940;I;3;4;-1
202210;353940;J;0;1;-1
202210;353940;M;1;0;1
202210;353940;P;1;1;0
202210;353940;Q;7;4;3
202210;353940;R;17;4;13
202210;353940;S;2;1;1
202210;353950;A;60;28;32
202210;353950;C;116;33;83
202210;353950;E;0;1;-1
202210;353950;F;7;7;0
202210;353950;G;55;55;0
202210;353950;H;25;5;20
202210;353950;I;3;7;-4
202210;353950;J;3;1;2
202210;353950;N;12;17;-5
202210;353950;O;5;7;-2
202210;353950;P;3;0;3
202210;353950;Q;0;2;-2
202210;353950;R;0;1;-1
202210;353950;S;3;12;-9
202210;353960;A;77;49;28
202210;353960;C;2;5;-3
202210;353960;G;4;3;1
202210;353960;H;5;6;-1
202210;353960;N;1;0;1
202210;353960;Q;2;0;2
202210;353960;S;0;1;-1
202210;353970;A;1;1;0
202210;353970;C;1;0;1
202210;353980;C;183;133;50
202210;353980;E;4;8;-4
202210;353980;F;93;71;22
202210;353980;G;199;198;1
202210;353980;H;19;17;2
202210;353980;I;49;37;12
202210;353980;J;31;13;18
202210;353980;K;8;6;2
202210;353980;L;0;3;-3
202210;353980;M;8;10;-2
202210;353980;N;391;416;-25
202210;353980;P;1;4;-3
202210;353980;Q;13;14;-1
202210;353980;R;10;0;10
202210;353980;S;180;157;23
202210;353990;A;16;2;14
202210;353990;F;1;14;-13
202210;353990;G;3;4;-1
202210;353990;H;3;5;-2
202210;353990;N;15;14;1
202210;353990;S;1;1;0
202210;354000;A;8;12;-4
202210;354000;C;92;63;29
202210;354000;E;0;2;-2
202210;354000;F;1;2;-1
202210;354000;G;67;49;18
202210;354000;H;3;1;2
202210;354000;I;7;6;1
202210;354000;K;0;1;-1
202210;354000;M;4;5;-1
202210;354000;N;6;3;3
202210;354000;O;0;4;-4
202210;354000;P;3;7;-4
202210;354000;Q;7;4;3
202210;354000;S;2;4;-2
202210;354010;A;1;1;0
202210;354010;C;0;5;-5
202210;354010;G;0;1;-1
202210;354010;I;2;1;1
202210;354010;P;1;0;1
202210;354020;A;127;18;109
202210;354020;C;62;224;-162
202210;354020;E;0;1;-1
202210;354020;F;1;1;0
202210;354020;G;35;27;8
202210;354020;H;23;15;8
202210;354020;I;2;4;-2
202210;354020;J;2;1;1
202210;354020;M;3;5;-2
202210;354020;N;10;11;-1
202210;354020;O;10;3;7
202210;354020;P;40;5;35
202210;354020;Q;22;5;17
202210;354025;A;2;3;-1
202210;354025;I;0;1;-1
202210;354025;M;1;0;1
202210;354025;N;1;0;1
202210;354025;O;0;1;-1
202210;354030;A;1;0;1
202210;354030;C;22;6;16
202210;354030;F;0;3;-3
202210;354030;G;3;2;1
202210;354030;I;1;1;0
202210;354040;A;3;4;-1
202210;354040;G;0;2;-2
202210;354040;H;0;1;-1
202210;354040;N;1;0;1
202210;354040;Q;1;0;1
202210;354050;A;17;15;2
202210;354050;C;5;2;3
202210;354050;G;11;14;-3
202210;354050;H;0;1;-1
202210;354050;I;2;1;1
202210;354050;J;1;0;1
202210;354050;K;3;1;2
202210;354050;L;0;1;-1
202210;354050;N;0;1;-1
202210;354050;O;8;6;2
202210;354050;Q;2;0;2
202210;354050;S;1;0;1
202210;354050;T;1;0;1
202210;354060;A;50;52;-2
202210;354060;B;1;1;0
202210;354060;C;291;258;33
202210;354060;E;2;0;2
202210;354060;F;31;43;-12
202210;354060;G;135;126;9
202210;354060;H;19;14;5
202210;354060;I;13;24;-11
202210;354060;J;5;10;-5
202210;354060;K;3;6;-3
202210;354060;L;1;3;-2
202210;354060;M;1;6;-5
202210;354060;N;35;17;18
202210;354060;O;2;6;-4
202210;354060;P;9;4;5
202210;354060;Q;13;11;2
202210;354060;R;1;5;-4
202210;354060;S;9;21;-12
202210;354070;A;27;59;-32
202210;354070;C;228;293;-65
202210;354070;D;1;2;-1
202210;354070;E;4;1;3
202210;354070;F;12;4;8
202210;354070;G;165;132;33
202210;354070;H;25;39;-14
202210;354070;I;57;21;36
202210;354070;J;1;2;-1
202210;354070;K;3;4;-1
202210;354070;M;7;6;1
202210;354070;N;11;17;-6
202210;354070;O;3;2;1
202210;354070;P;3;4;-1
202210;354070;Q;9;15;-6
202210;354070;R;1;1;0
202210;354070;S;9;3;6
202210;354075;A;0;2;-2
202210;354075;C;7;6;1
202210;354075;F;4;0;4
202210;354075;G;11;11;0
202210;354075;H;0;1;-1
202210;354075;I;3;1;2
202210;354075;J;3;0;3
202210;354075;M;1;2;-1
202210;354075;O;11;3;8
202210;354075;Q;1;1;0
202210;354075;S;1;0;1
202210;354080;A;3;2;1
202210;354080;C;60;30;30
202210;354080;E;0;1;-1
202210;354080;F;26;28;-2
202210;354080;G;24;40;-16
202210;354080;H;7;6;1
202210;354080;I;4;2;2
202210;354080;J;1;1;0
202210;354080;M;2;0;2
202210;354080;N;6;5;1
202210;354080;P;0;1;-1
202210;354080;Q;4;2;2
202210;354080;S;0;5;-5
202210;354085;F;0;1;-1
202210;354085;G;0;1;-1
202210;354085;N;1;0;1
202210;354090;A;2;0;2
202210;354090;C;68;42;26
202210;354090;F;28;24;4
202210;354090;G;16;23;-7
202210;354090;H;13;13;0
202210;354090;I;2;1;1
202210;354090;J;1;0;1
202210;354090;K;1;0;1
202210;354090;M;5;0;5
202210;354090;N;31;17;14
202210;354090;O;14;8;6
202210;354090;P;3;1;2
202210;354090;S;4;3;1
202210;354100;C;49;54;-5
202210;354100;D;0;2;-2
202210;354100;E;7;8;-1
202210;354100;F;237;246;-9
202210;354100;G;649;670;-21
202210;354100;H;29;44;-15
202210;354100;I;191;168;23
202210;354100;J;19;22;-3
202210;354100;K;12;9;3
202210;354100;L;20;15;5
202210;354100;M;51;31;20
202210;354100;N;225;230;-5
202210;354100;O;0;1;-1
202210;354100;P;43;33;10
202210;354100;Q;63;70;-7
202210;354100;R;12;10;2
202210;354100;S;39;40;-1
202210;354105;A;13;13;0
202210;354105;C;3;1;2
202210;354105;G;4;3;1
202210;354105;H;17;21;-4
202210;354105;I;1;0;1
